Region,InstanceType,OnDemand_Hourly,Spot_Hourly,EC2_SP_1yr_Hourly,EC2_SP_3yr_Hourly,Compute_SP_1yr_Hourly,Compute_SP_3yr_Hourly,RI_1yr_NoUpfront,RI_3yr_NoUpfront,RI_1yr_PartialUpfront,RI_3yr_PartialUpfront,RI_1yr_AllUpfront,RI_3yr_AllUpfront
us-east-1,a1.2xlarge,0.204,0.2031,,,,,0.204,0.204,0.204,0.204,0.204,0.204
us-east-1,a1.4xlarge,0.0,0.4061,,,,,0.408,0.408,0.408,0.408,0.408,0.408
us-east-1,a1.large,0.051,0.0508,,,,,0.051,0.051,0.051,0.051,0.051,0.051
us-east-1,a1.medium,0.0,0.0254,,,,,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255
us-east-1,a1.metal,0.408,0.406,,,,,0.408,0.408,0.408,0.408,0.408,0.408
us-east-1,a1.xlarge,0.0,0.1015,,,,,0.102,0.102,0.102,0.102,0.102,0.102
us-east-1,c1.medium,0.13,0.0344,,,,,0.13,0.13,0.13,0.13,0.13,0.13
us-east-1,c1.xlarge,0.52,0.2148,,,,,0.52,0.52,0.52,0.52,0.52,0.52
us-east-1,c3.2xlarge,0.0,0.2101,,,,,1.38,1.38,1.38,1.38,1.38,1.38
us-east-1,c3.4xlarge,6.84,0.5868,,,,,6.84,6.84,6.84,6.84,6.84,6.84
us-east-1,c3.8xlarge,2.288,0.6941,,,,,6.0,6.0,6.0,6.0,6.0,6.0
us-east-1,c3.large,0.585,0.0315,,,,,0.585,0.585,0.585,0.585,0.585,0.585
us-east-1,c3.xlarge,0.69,0.1029,,,,,0.69,0.69,0.69,0.69,0.69,0.69
us-east-1,c4.2xlarge,0.398,0.1826,,,,,0.398,0.398,0.398,0.398,0.398,0.398
us-east-1,c4.4xlarge,6.8,0.3264,,,,,6.8,6.8,6.8,6.8,6.8,6.8
us-east-1,c4.8xlarge,2.208,0.5574,,,,,2.208,2.208,2.208,2.208,2.208,2.208
us-east-1,c4.large,0.1,0.0437,,,,,0.168,0.168,0.168,0.168,0.168,0.168
us-east-1,c4.xlarge,0.0,0.0783,,,,,0.199,0.199,0.199,0.199,0.199,0.199
us-east-1,c5.12xlarge,7.8,0.6446,,,,,7.8,7.8,7.8,7.8,7.8,7.8
us-east-1,c5.18xlarge,0.0,0.5881,,,,,11.7,11.7,11.7,11.7,11.7,11.7
us-east-1,c5.24xlarge,0.0,1.4026,,,,,5.702,5.702,5.702,5.702,5.702,5.702
us-east-1,c5.2xlarge,0.0,0.1445,,,,,0.475,0.475,0.475,0.475,0.475,0.475
us-east-1,c5.4xlarge,6.68,0.1949,,,,,6.68,6.68,6.68,6.68,6.68,6.68
us-east-1,c5.9xlarge,0.0,0.6426,,,,,1.53,1.53,1.53,1.53,1.53,1.53
us-east-1,c5.large,0.085,0.0331,,,,,0.085,0.085,0.085,0.085,0.085,0.085
us-east-1,c5.metal,5.702,1.0599,,,,,5.702,5.702,5.702,5.702,5.702,5.702
us-east-1,c5.xlarge,0.17,0.079,,,,,0.17,0.17,0.17,0.17,0.17,0.17
us-east-1,c5a.12xlarge,0.0,0.5741,,,,,2.659,2.659,2.659,2.659,2.659,2.659
us-east-1,c5a.16xlarge,10.144,1.0104,,,,,26.464,26.464,26.464,26.464,26.464,26.464
us-east-1,c5a.24xlarge,39.696,1.3475,,,,,39.696,39.696,39.696,39.696,39.696,39.696
us-east-1,c5a.2xlarge,0.443,0.1631,,,,,0.443,0.443,0.443,0.443,0.443,0.443
us-east-1,c5a.4xlarge,0.886,0.2794,,,,,2.536,2.536,2.536,2.536,2.536,2.536
us-east-1,c5a.8xlarge,5.072,0.4632,,,,,5.072,5.072,5.072,5.072,5.072,5.072
us-east-1,c5a.large,0.0,0.0298,,,,,0.077,0.077,0.077,0.077,0.077,0.077
us-east-1,c5a.xlarge,0.222,0.077,,,,,0.222,0.222,0.222,0.222,0.222,0.222
us-east-1,c5ad.12xlarge,2.064,0.8239,,,,,2.064,2.064,2.064,2.064,2.064,2.064
us-east-1,c5ad.16xlarge,3.834,1.3332,,,,,3.834,3.834,3.834,3.834,3.834,3.834
us-east-1,c5ad.24xlarge,15.648,1.6591,,,,,15.648,15.648,15.648,15.648,15.648,15.648
us-east-1,c5ad.2xlarge,0.344,0.2622,,,,,0.479,0.479,0.479,0.479,0.479,0.479
us-east-1,c5ad.4xlarge,0.688,0.3518,,,,,2.608,2.608,2.608,2.608,2.608,2.608
us-east-1,c5ad.8xlarge,1.917,0.7377,,,,,1.917,1.917,1.917,1.917,1.917,1.917
us-east-1,c5ad.large,0.0,0.0302,,,,,0.154,0.154,0.154,0.154,0.154,0.154
us-east-1,c5ad.xlarge,0.172,0.0905,,,,,1.672,1.672,1.672,1.672,1.672,1.672
us-east-1,c5d.12xlarge,2.304,0.7987,,,,,2.304,2.304,2.304,2.304,2.304,2.304
us-east-1,c5d.18xlarge,12.096,0.767,,,,,12.096,12.096,12.096,12.096,12.096,12.096
us-east-1,c5d.24xlarge,16.128,1.2508,,,,,16.128,16.128,16.128,16.128,16.128,16.128
us-east-1,c5d.2xlarge,0.519,0.1771,,,,,0.384,0.384,0.384,0.384,0.384,0.384
us-east-1,c5d.4xlarge,1.038,0.3657,,,,,2.688,2.688,2.688,2.688,2.688,2.688
us-east-1,c5d.9xlarge,0.0,0.6103,,,,,15.228,15.228,15.228,15.228,15.228,15.228
us-east-1,c5d.large,0.164,0.0366,,,,,0.164,0.164,0.164,0.164,0.164,0.164
us-east-1,c5d.metal,16.128,1.0189,,,,,16.128,16.128,16.128,16.128,16.128,16.128
us-east-1,c5d.xlarge,0.0,0.0923,,,,,0.26,0.26,0.26,0.26,0.26,0.26
us-east-1,c5n.18xlarge,30.888,1.5055,,,,,3.888,3.888,3.888,3.888,3.888,3.888
us-east-1,c5n.2xlarge,0.567,0.2273,,,,,1.392,1.392,1.392,1.392,1.392,1.392
us-east-1,c5n.4xlarge,0.864,0.5233,,,,,1.134,1.134,1.134,1.134,1.134,1.134
us-east-1,c5n.9xlarge,6.264,0.8825,,,,,6.264,6.264,6.264,6.264,6.264,6.264
us-east-1,c5n.large,0.108,0.0445,,,,,0.108,0.108,0.108,0.108,0.108,0.108
us-east-1,c5n.metal,5.105,1.1208,,,,,5.105,5.105,5.105,5.105,5.105,5.105
us-east-1,c5n.xlarge,0.216,0.1114,,,,,1.716,1.716,1.716,1.716,1.716,1.716
us-east-1,c6a.12xlarge,2.6472,0.6304,,,,,7.596,7.596,7.596,7.596,7.596,7.596
us-east-1,c6a.16xlarge,26.448,0.8331,,,,,26.448,26.448,26.448,26.448,26.448,26.448
us-east-1,c6a.24xlarge,3.672,1.2304,,,,,39.672,39.672,39.672,39.672,39.672,39.672
us-east-1,c6a.2xlarge,0.0,0.1456,,,,,0.306,0.306,0.306,0.306,0.306,0.306
us-east-1,c6a.32xlarge,4.896,1.2684,,,,,4.896,4.896,4.896,4.896,4.896,4.896
us-east-1,c6a.48xlarge,30.384,1.9897,,,,,30.384,30.384,30.384,30.384,30.384,30.384
us-east-1,c6a.4xlarge,6.612,0.2544,,,,,0.8824,0.8824,0.8824,0.8824,0.8824,0.8824
us-east-1,c6a.8xlarge,13.224,0.4214,,,,,1.7648,1.7648,1.7648,1.7648,1.7648,1.7648
us-east-1,c6a.large,0.5565,0.0331,,,,,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565
us-east-1,c6a.metal,10.5888,1.9898,,,,,10.5888,10.5888,10.5888,10.5888,10.5888,10.5888
us-east-1,c6a.xlarge,0.0,0.0609,,,,,0.2206,0.2206,0.2206,0.2206,0.2206,0.2206
us-east-1,c6g.12xlarge,1.632,0.4052,,,,,1.632,1.632,1.632,1.632,1.632,1.632
us-east-1,c6g.16xlarge,0.0,0.5703,,,,,2.176,2.176,2.176,2.176,2.176,2.176
us-east-1,c6g.2xlarge,0.272,0.0956,,,,,0.272,0.272,0.272,0.272,0.272,0.272
us-east-1,c6g.4xlarge,0.0,0.1551,,,,,0.544,0.544,0.544,0.544,0.544,0.544
us-east-1,c6g.8xlarge,0.0,0.3043,,,,,1.088,1.088,1.088,1.088,1.088,1.088
us-east-1,c6g.large,0.068,0.0328,,,,,0.068,0.068,0.068,0.068,0.068,0.068
us-east-1,c6g.medium,0.0,0.0122,,,,,0.034,0.034,0.034,0.034,0.034,0.034
us-east-1,c6g.metal,2.176,0.5366,,,,,2.176,2.176,2.176,2.176,2.176,2.176
us-east-1,c6g.xlarge,0.0,0.0501,,,,,0.136,0.136,0.136,0.136,0.136,0.136
us-east-1,c6gd.12xlarge,1.8432,0.5665,,,,,1.8432,1.8432,1.8432,1.8432,1.8432,1.8432
us-east-1,c6gd.16xlarge,2.4576,0.4652,,,,,2.4576,2.4576,2.4576,2.4576,2.4576,2.4576
us-east-1,c6gd.2xlarge,0.3072,0.1217,,,,,0.3072,0.3072,0.3072,0.3072,0.3072,0.3072
us-east-1,c6gd.4xlarge,0.6144,0.2243,,,,,0.6144,0.6144,0.6144,0.6144,0.6144,0.6144
us-east-1,c6gd.8xlarge,1.2288,0.368,,,,,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288
us-east-1,c6gd.large,0.0,0.0363,,,,,0.0768,0.0768,0.0768,0.0768,0.0768,0.0768
us-east-1,c6gd.medium,0.0384,0.0064,,,,,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384
us-east-1,c6gd.metal,0.0,0.5075,,,,,2.4576,2.4576,2.4576,2.4576,2.4576,2.4576
us-east-1,c6gd.xlarge,0.1536,0.0552,,,,,0.1536,0.1536,0.1536,0.1536,0.1536,0.1536
us-east-1,c6gn.12xlarge,0.0,0.52,,,,,2.0736,2.0736,2.0736,2.0736,2.0736,2.0736
us-east-1,c6gn.16xlarge,2.7648,0.3934,,,,,2.7648,2.7648,2.7648,2.7648,2.7648,2.7648
us-east-1,c6gn.2xlarge,0.0,0.1009,,,,,0.3456,0.3456,0.3456,0.3456,0.3456,0.3456
us-east-1,c6gn.4xlarge,0.6912,0.193,,,,,0.6912,0.6912,0.6912,0.6912,0.6912,0.6912
us-east-1,c6gn.8xlarge,1.3824,0.3647,,,,,1.3824,1.3824,1.3824,1.3824,1.3824,1.3824
us-east-1,c6gn.large,0.0864,0.0408,,,,,0.0864,0.0864,0.0864,0.0864,0.0864,0.0864
us-east-1,c6gn.medium,0.0,0.0104,,,,,0.0432,0.0432,0.0432,0.0432,0.0432,0.0432
us-east-1,c6gn.xlarge,0.1728,0.0623,,,,,0.1728,0.1728,0.1728,0.1728,0.1728,0.1728
us-east-1,c6i.12xlarge,0.0,0.7314,,,,,2.04,2.04,2.04,2.04,2.04,2.04
us-east-1,c6i.16xlarge,0.0,0.9748,,,,,3.8016,3.8016,3.8016,3.8016,3.8016,3.8016
us-east-1,c6i.24xlarge,0.0,1.3689,,,,,4.08,4.08,4.08,4.08,4.08,4.08
us-east-1,c6i.2xlarge,0.34,0.1805,,,,,0.34,0.34,0.34,0.34,0.34,0.34
us-east-1,c6i.32xlarge,7.6032,1.1183,,,,,20.8,20.8,20.8,20.8,20.8,20.8
us-east-1,c6i.4xlarge,6.68,0.3022,,,,,0.68,0.68,0.68,0.68,0.68,0.68
us-east-1,c6i.8xlarge,13.36,0.5692,,,,,13.36,13.36,13.36,13.36,13.36,13.36
us-east-1,c6i.large,0.0,0.0304,,,,,0.565,0.565,0.565,0.565,0.565,0.565
us-east-1,c6i.metal,20.8,1.3744,,,,,53.44,53.44,53.44,53.44,53.44,53.44
us-east-1,c6i.xlarge,0.0,0.0698,,,,,1.67,1.67,1.67,1.67,1.67,1.67
us-east-1,c6id.12xlarge,0.0,0.7473,,,,,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192
us-east-1,c6id.16xlarge,10.9056,1.4171,,,,,10.9056,10.9056,10.9056,10.9056,10.9056,10.9056
us-east-1,c6id.24xlarge,40.8384,2.2516,,,,,40.8384,40.8384,40.8384,40.8384,40.8384,40.8384
us-east-1,c6id.2xlarge,3.4032,0.1802,,,,,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384
us-east-1,c6id.32xlarge,54.4512,1.6895,,,,,54.4512,54.4512,54.4512,54.4512,54.4512,54.4512
us-east-1,c6id.4xlarge,0.0,0.4897,,,,,0.8064,0.8064,0.8064,0.8064,0.8064,0.8064
us-east-1,c6id.8xlarge,13.6128,0.6506,,,,,5.4528,5.4528,5.4528,5.4528,5.4528,5.4528
us-east-1,c6id.large,0.0,0.0426,,,,,0.1008,0.1008,0.1008,0.1008,0.1008,0.1008
us-east-1,c6id.metal,0.0,1.5163,,,,,54.4512,54.4512,54.4512,54.4512,54.4512,54.4512
us-east-1,c6id.xlarge,1.7016,0.0879,,,,,1.7016,1.7016,1.7016,1.7016,1.7016,1.7016
us-east-1,c6in.12xlarge,20.7216,0.9376,,,,,8.4816,8.4816,8.4816,8.4816,8.4816,8.4816
us-east-1,c6in.16xlarge,0.0,1.4222,,,,,11.3088,11.3088,11.3088,11.3088,11.3088,11.3088
us-east-1,c6in.24xlarge,5.4432,1.7282,,,,,7.0656,7.0656,7.0656,7.0656,7.0656,7.0656
us-east-1,c6in.2xlarge,0.0,0.2594,,,,,0.4536,0.4536,0.4536,0.4536,0.4536,0.4536
us-east-1,c6in.32xlarge,0.0,2.406,,,,,22.6176,22.6176,22.6176,22.6176,22.6176,22.6176
us-east-1,c6in.4xlarge,0.0,0.4577,,,,,2.8272,2.8272,2.8272,2.8272,2.8272,2.8272
us-east-1,c6in.8xlarge,13.8144,0.7791,,,,,13.8144,13.8144,13.8144,13.8144,13.8144,13.8144
us-east-1,c6in.large,0.0,0.0401,,,,,0.5934,0.5934,0.5934,0.5934,0.5934,0.5934
us-east-1,c6in.metal,55.2576,1.2491,,,,,22.6176,22.6176,22.6176,22.6176,22.6176,22.6176
us-east-1,c6in.xlarge,0.2268,0.1047,,,,,0.2268,0.2268,0.2268,0.2268,0.2268,0.2268
us-east-1,c7a.12xlarge,8.22336,0.7042,,,,,3.27456,3.27456,3.27456,3.27456,3.27456,3.27456
us-east-1,c7a.16xlarge,10.96448,1.4772,,,,,10.96448,10.96448,10.96448,10.96448,10.96448,10.96448
us-east-1,c7a.24xlarge,0.0,1.5257,,,,,6.54912,6.54912,6.54912,6.54912,6.54912,6.54912
us-east-1,c7a.2xlarge,0.54576,0.2026,,,,,0.54576,0.54576,0.54576,0.54576,0.54576,0.54576
us-east-1,c7a.32xlarge,0.0,2.2671,,,,,21.92896,21.92896,21.92896,21.92896,21.92896,21.92896
us-east-1,c7a.48xlarge,9.85344,2.4006,,,,,9.85344,9.85344,9.85344,9.85344,9.85344,9.85344
us-east-1,c7a.4xlarge,1.09152,0.2908,,,,,1.09152,1.09152,1.09152,1.09152,1.09152,1.09152
us-east-1,c7a.8xlarge,0.0,0.6845,,,,,1.64224,1.64224,1.64224,1.64224,1.64224,1.64224
us-east-1,c7a.large,0.10264,0.033,,,,,0.10264,0.10264,0.10264,0.10264,0.10264,0.10264
us-east-1,c7a.medium,0.0,0.0241,,,,,0.11892,0.11892,0.11892,0.11892,0.11892,0.11892
us-east-1,c7a.metal-48xl,0.0,2.8821,,,,,9.85344,9.85344,9.85344,9.85344,9.85344,9.85344
us-east-1,c7a.xlarge,0.27288,0.076,,,,,0.20528,0.20528,0.20528,0.20528,0.20528,0.20528
us-east-1,c7g.12xlarge,1.74,0.5094,,,,,1.74,1.74,1.74,1.74,1.74,1.74
us-east-1,c7g.16xlarge,2.32,0.5785,,,,,2.32,2.32,2.32,2.32,2.32,2.32
us-east-1,c7g.2xlarge,0.0,0.0862,,,,,0.29,0.29,0.29,0.29,0.29,0.29
us-east-1,c7g.4xlarge,0.58,0.1545,,,,,0.58,0.58,0.58,0.58,0.58,0.58
us-east-1,c7g.8xlarge,1.16,0.3261,,,,,1.16,1.16,1.16,1.16,1.16,1.16
us-east-1,c7g.large,0.0725,0.0352,,,,,0.0725,0.0725,0.0725,0.0725,0.0725,0.0725
us-east-1,c7g.medium,0.0,0.0176,,,,,0.0363,0.0363,0.0363,0.0363,0.0363,0.0363
us-east-1,c7g.metal,0.0,0.6186,,,,,2.32,2.32,2.32,2.32,2.32,2.32
us-east-1,c7g.xlarge,0.145,0.054,,,,,0.145,0.145,0.145,0.145,0.145,0.145
us-east-1,c7gd.12xlarge,2.1773,0.6607,,,,,2.1773,2.1773,2.1773,2.1773,2.1773,2.1773
us-east-1,c7gd.16xlarge,2.903,0.9397,,,,,2.903,2.903,2.903,2.903,2.903,2.903
us-east-1,c7gd.2xlarge,0.3629,0.2213,,,,,0.3629,0.3629,0.3629,0.3629,0.3629,0.3629
us-east-1,c7gd.4xlarge,0.7258,0.3906,,,,,0.7258,0.7258,0.7258,0.7258,0.7258,0.7258
us-east-1,c7gd.8xlarge,1.4515,0.704,,,,,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515
us-east-1,c7gd.large,0.0907,0.0323,,,,,0.0907,0.0907,0.0907,0.0907,0.0907,0.0907
us-east-1,c7gd.medium,0.0,0.011,,,,,0.0454,0.0454,0.0454,0.0454,0.0454,0.0454
us-east-1,c7gd.metal,2.903,0.459,,,,,2.903,2.903,2.903,2.903,2.903,2.903
us-east-1,c7gd.xlarge,0.0,0.0557,,,,,0.1814,0.1814,0.1814,0.1814,0.1814,0.1814
us-east-1,c7gn.12xlarge,2.9952,0.7558,,,,,2.9952,2.9952,2.9952,2.9952,2.9952,2.9952
us-east-1,c7gn.16xlarge,3.9936,0.9962,,,,,3.9936,3.9936,3.9936,3.9936,3.9936,3.9936
us-east-1,c7gn.2xlarge,0.4992,0.0787,,,,,0.4992,0.4992,0.4992,0.4992,0.4992,0.4992
us-east-1,c7gn.4xlarge,0.0,0.2511,,,,,0.9984,0.9984,0.9984,0.9984,0.9984,0.9984
us-east-1,c7gn.8xlarge,0.0,0.5024,,,,,1.9968,1.9968,1.9968,1.9968,1.9968,1.9968
us-east-1,c7gn.large,0.1248,0.0353,,,,,0.1248,0.1248,0.1248,0.1248,0.1248,0.1248
us-east-1,c7gn.medium,0.0624,0.0256,,,,,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624
us-east-1,c7gn.metal,3.9936,0.5949,,,,,3.9936,3.9936,3.9936,3.9936,3.9936,3.9936
us-east-1,c7gn.xlarge,0.2496,0.0765,,,,,0.2496,0.2496,0.2496,0.2496,0.2496,0.2496
us-east-1,c7i-flex.12xlarge,2.8461,0.6201,,,,,2.8461,2.8461,2.8461,2.8461,2.8461,2.8461
us-east-1,c7i-flex.16xlarge,0.0,0.792,,,,,2.7132,2.7132,2.7132,2.7132,2.7132,2.7132
us-east-1,c7i-flex.2xlarge,0.0,0.2135,,,,,0.47435,0.47435,0.47435,0.47435,0.47435,0.47435
us-east-1,c7i-flex.4xlarge,0.6783,0.2859,,,,,0.6783,0.6783,0.6783,0.6783,0.6783,0.6783
us-east-1,c7i-flex.8xlarge,0.0,0.4047,,,,,1.8974,1.8974,1.8974,1.8974,1.8974,1.8974
us-east-1,c7i-flex.large,0.15239,0.0273,,,,,0.15239,0.15239,0.15239,0.15239,0.15239,0.15239
us-east-1,c7i-flex.xlarge,1.66958,0.0691,,,,,0.16958,0.16958,0.16958,0.16958,0.16958,0.16958
us-east-1,c7i.12xlarge,2.142,0.7873,,,,,2.9532,2.9532,2.9532,2.9532,2.9532,2.9532
us-east-1,c7i.16xlarge,3.9376,0.9893,,,,,3.9376,3.9376,3.9376,3.9376,3.9376,3.9376
us-east-1,c7i.24xlarge,4.284,1.398,,,,,15.804,15.804,15.804,15.804,15.804,15.804
us-east-1,c7i.2xlarge,3.357,0.1554,,,,,0.357,0.357,0.357,0.357,0.357,0.357
us-east-1,c7i.48xlarge,0.0,2.1756,,,,,8.568,8.568,8.568,8.568,8.568,8.568
us-east-1,c7i.4xlarge,0.9844,0.2703,,,,,0.9844,0.9844,0.9844,0.9844,0.9844,0.9844
us-east-1,c7i.8xlarge,1.428,0.4963,,,,,13.428,13.428,13.428,13.428,13.428,13.428
us-east-1,c7i.large,0.0,0.0276,,,,,0.08925,0.08925,0.08925,0.08925,0.08925,0.08925
us-east-1,c7i.metal-24xl,40.284,0.8631,,,,,40.284,40.284,40.284,40.284,40.284,40.284
us-east-1,c7i.metal-48xl,80.568,2.4785,,,,,8.568,8.568,8.568,8.568,8.568,8.568
us-east-1,c7i.xlarge,1.6785,0.0712,,,,,1.6785,1.6785,1.6785,1.6785,1.6785,1.6785
us-east-1,c8g.12xlarge,0.0,0.5701,,,,,1.91424,1.91424,1.91424,1.91424,1.91424,1.91424
us-east-1,c8g.16xlarge,0.0,0.3757,,,,,2.55232,2.55232,2.55232,2.55232,2.55232,2.55232
us-east-1,c8g.24xlarge,3.82848,0.9703,,,,,3.82848,3.82848,3.82848,3.82848,3.82848,3.82848
us-east-1,c8g.2xlarge,0.31904,0.0868,,,,,0.31904,0.31904,0.31904,0.31904,0.31904,0.31904
us-east-1,c8g.48xlarge,7.65696,1.3934,,,,,7.65696,7.65696,7.65696,7.65696,7.65696,7.65696
us-east-1,c8g.4xlarge,0.0,0.1896,,,,,0.63808,0.63808,0.63808,0.63808,0.63808,0.63808
us-east-1,c8g.8xlarge,1.27616,0.4764,,,,,1.27616,1.27616,1.27616,1.27616,1.27616,1.27616
us-east-1,c8g.large,0.07976,0.0282,,,,,0.07976,0.07976,0.07976,0.07976,0.07976,0.07976
us-east-1,c8g.medium,0.03988,0.0162,,,,,0.03988,0.03988,0.03988,0.03988,0.03988,0.03988
us-east-1,c8g.metal-24xl,0.0,1.1167,,,,,3.82848,3.82848,3.82848,3.82848,3.82848,3.82848
us-east-1,c8g.metal-48xl,7.65696,1.5203,,,,,7.65696,7.65696,7.65696,7.65696,7.65696,7.65696
us-east-1,c8g.xlarge,0.15952,0.0504,,,,,0.15952,0.15952,0.15952,0.15952,0.15952,0.15952
us-east-1,c8gd.12xlarge,2.35152,0.5583,,,,,,,,,,
us-east-1,c8gd.16xlarge,0.0,0.4451,,,,,,,,,,
us-east-1,c8gd.24xlarge,0.0,2.1433,,,,,,,,,,
us-east-1,c8gd.2xlarge,0.39192,0.1139,,,,,,,,,,
us-east-1,c8gd.48xlarge,9.40608,1.2589,,,,,,,,,,
us-east-1,c8gd.4xlarge,0.78384,0.3058,,,,,,,,,,
us-east-1,c8gd.8xlarge,1.56768,0.4964,,,,,,,,,,
us-east-1,c8gd.large,0.09798,0.0351,,,,,,,,,,
us-east-1,c8gd.medium,0.04899,0.0055,,,,,,,,,,
us-east-1,c8gd.metal-24xl,4.70304,0.62,,,,,,,,,,
us-east-1,c8gd.metal-48xl,0.0,1.0553,,,,,,,,,,
us-east-1,c8gd.xlarge,0.19596,0.0759,,,,,,,,,,
us-east-1,d2.2xlarge,4.38,0.3316,,,,,1.38,1.38,1.38,1.38,1.38,1.38
us-east-1,d2.4xlarge,8.76,0.8991,,,,,8.76,8.76,8.76,8.76,8.76,8.76
us-east-1,d2.8xlarge,0.0,1.4979,,,,,19.02,19.02,19.02,19.02,19.02,19.02
us-east-1,d2.xlarge,0.0,0.1055,,,,,0.69,0.69,0.69,0.69,0.69,0.69
us-east-1,d3.2xlarge,3.999,0.3711,,,,,0.999,0.999,0.999,0.999,0.999,0.999
us-east-1,d3.4xlarge,0.0,0.6705,,,,,1.998,1.998,1.998,1.998,1.998,1.998
us-east-1,d3.8xlarge,3.99552,1.2682,,,,,3.99552,3.99552,3.99552,3.99552,3.99552,3.99552
us-east-1,d3.xlarge,0.499,0.1328,,,,,0.499,0.499,0.499,0.499,0.499,0.499
us-east-1,d3en.12xlarge,7.11984,1.313,,,,,7.11984,7.11984,7.11984,7.11984,7.11984,7.11984
us-east-1,d3en.2xlarge,1.187,0.3459,,,,,1.051,1.051,1.051,1.051,1.051,1.051
us-east-1,d3en.4xlarge,2.103,0.5955,,,,,4.023,4.023,4.023,4.023,4.023,4.023
us-east-1,d3en.6xlarge,6.034,1.1435,,,,,3.56,3.56,3.56,3.56,3.56,3.56
us-east-1,d3en.8xlarge,0.0,1.2669,,,,,16.20576,16.20576,16.20576,16.20576,16.20576,16.20576
us-east-1,d3en.xlarge,2.026,0.1801,,,,,0.593,0.593,0.593,0.593,0.593,0.593
us-east-1,dl1.24xlarge,0.0,1.3109,,,,,13.10904,13.10904,13.10904,13.10904,13.10904,13.10904
us-east-1,f1.16xlarge,0.0,3.1464,,,,,,,,,,
us-east-1,f1.2xlarge,1.65,0.4148,,,,,,,,,,
us-east-1,f1.4xlarge,3.3,0.8213,,,,,,,,,,
us-east-1,f2.12xlarge,3.96,1.538,,,,,,,,,,
us-east-1,f2.48xlarge,15.84,2.3071,,,,,,,,,,
